"id","author","authorLink","authorThumb","text","likes","time","timestamp","edited","hasReplies","repliesToken","numReplies","reply.id","reply.author","reply.authorLink","reply.authorThumb","reply.text","reply.likes","reply.time","reply.timestamp","reply.edited"
"Ugy0d3zKubsWrbeSAGh4AaABAg","Awie Sarkawi","/channel/UCGrFbyxjw-WL5ZsZmDDXzEw","https://yt3.ggpht.com/a/AATXAJxJ28_fqHcQyGgXj9Mcs69EZUhc9kIOwdN8VA=s48-c-k-c0xffffffff-no-rj-mo","Nace",0,"1 week ago",1584040757998,false,false,,,,,,,,,,,
"UgwuGCG_-VkQuNVjP2t4AaABAg","Sunil Rasal","/channel/UC30_IYr8SnxQsezX7aTOvUg","https://yt3.ggpht.com/a/AATXAJy0gWw8zfq2zmkanKCMY-qQMu4Jhh-7L1Vl3g=s48-c-k-c0xffffffff-no-rj-mo","एकरी किती खर्च येईल",0,"2 weeks ago",1583435958001,false,false,,,,,,,,,,,
"UgwIuyqYwj81huDcSHl4AaABAg","schandrakalalaxmi laxmi","/channel/UCa3POhWv-qlw-M2KYKA6-MA","https://yt3.ggpht.com/a/AATXAJxdeRCrJ7s8HT7woOqgZnlFApvKLUpMpONudg=s48-c-k-c0xffffffff-no-rj-mo","Supper 👌👍",0,"2 weeks ago",1583435958002,false,false,,,,,,,,,,,
"UgxRkNHbeQxlXzZ8kyB4AaABAg","STUDY ABROAD CONSULTANCY SERVICES SACS","/channel/UCnqbY22VbVIkPXjx_sxUjKg","https://yt3.ggpht.com/a/AATXAJxJizJRAZAA1f1np5Jpt32WMD675LdQ4DnwRg=s48-c-k-c0xffffffff-no-rj-mo","How much price ? Calculation pls . I am from malaysia. Can courier to malaysia ?",0,"2 weeks ago",1583435958004,false,true,"EkQSC3NxRnlqTy1xUUNRwAEAyAEA4AEBogINKP___________wFAAMICGxoXaHR0cHM6Ly93d3cueW91dHViZS5jb20iABgGMk0aSxIaVWd4UmtOSGJlUXhsWHpaOGt5QjRBYUFCQWciAggAKhhVQ0xXcFU4SkJhS2dxX2hEcFNhcGVoUVEyC3NxRnlqTy1xUUNRQAFICg%3D%3D",1,,,,,,,,,
,,,,,,,,,,,,"UgxRkNHbeQxlXzZ8kyB4AaABAg.95f2C_YHK2d95f2Elj61pu","STUDY ABROAD CONSULTANCY SERVICES SACS","/channel/UCnqbY22VbVIkPXjx_sxUjKg","https://yt3.ggpht.com/a/AATXAJxJizJRAZAA1f1np5Jpt32WMD675LdQ4DnwRg=s32-c-k-c0xffffffff-no-rj-mo","My whatsapp number is +601139951660",0,"2 weeks ago",1583435958281,false
"UgwlJ0Sw1OPHHcfuDlV4AaABAg","Rubin Parekh","/channel/UCAkiWON0390ipQGlaCkl1sw","https://yt3.ggpht.com/a/AATXAJztJJrT8-rId-Q-n7MseKYvDLLxuklOCcM6XA=s48-c-k-c0xffffffff-no-rj-mo","Pls provide contact details for buying ,my phone number is 9106148037 and email rubinkiritparekh@gmail.com",0,"1 month ago",1582139958006,false,false,,,,,,,,,,,
"UgwJE0zUzwR6iTgMUlJ4AaABAg","Ravi Gaware","/channel/UCwVtErM9CEiFqWJ30rrV7vA","https://yt3.ggpht.com/a/AATXAJxAc6rgIrzYWo6TYyRk3n8KcOZnQW40w446nQ=s48-c-k-c0xffffffff-no-rj-mo","एकरी किती खर्च येतो..9141623333",0,"1 month ago",1582139958007,false,false,,,,,,,,,,,
"UgzMEPCfbDWKqmChlN14AaABAg","Balkrishna Thanage","/channel/UCoQh0JxG9l5oTWvcEVENYsQ","https://yt3.ggpht.com/a/AATXAJzZW2RhF7FTPNbdqj7gtjUVEGUG1XD7WhY3=s48-c-k-c0xffffffff-no-rj-mo","Cost per acre life in years and sugar cane crop usage may  please be explained 🙏",0,"1 month ago",1582139958008,false,true,"EkQSC3NxRnlqTy1xUUNRwAEAyAEA4AEBogINKP___________wFAAMICGxoXaHR0cHM6Ly93d3cueW91dHViZS5jb20iABgGMk0aSxIaVWd6TUVQQ2ZiRFdLcW1DaGxOMTRBYUFCQWciAggAKhhVQ0xXcFU4SkJhS2dxX2hEcFNhcGVoUVEyC3NxRnlqTy1xUUNRQAFICg%3D%3D",1,,,,,,,,,
,,,,,,,,,,,,"UgzMEPCfbDWKqmChlN14AaABAg.957JdXc_ogP958ZAUii7e-","anil biradar","/channel/UCopnvhRKwebJ82L8ERTEizw","https://yt3.ggpht.com/a/AATXAJzBdw-mY9m9X5bxeu_kEXJRMXuYDzT2IPsT5Q=s32-c-k-c0xffffffff-no-rj-mo","Call me for rain pipe 8618229845",0,"1 month ago",1582139958274,false
"Ugw2yL05SEAkAx9VmTh4AaABAg","abdullah jaamat","/channel/UCg8jnD-YCVVg-m-myiH91jw","https://yt3.ggpht.com/a/AATXAJxrWLXVKXzkrW4pRopn4-x8U_XZu6IqE14Efw=s48-c-k-c0xffffffff-no-rj-mo","Can you order for me, i am malaysian",0,"1 month ago",1582139958010,false,false,,,,,,,,,,,
"UgyawmoDNu3WadlsJ314AaABAg","vaibhav pundir","/channel/UCoFZUgdN6SHVd81-oH6edew","https://yt3.ggpht.com/a/AATXAJxE-OIlFBAgcojjD1MPH36WW6_E-vdwmrWbJw=s48-c-k-c0xffffffff-no-rj-mo","Starting Price of Pipe Sprinkle is Rs.350 with Free Shipping and Home Delivery within 5 days. Visit Us -https://www.toolsvilla.com/farm-machinery/pipe-sprinkler",0,"1 month ago",1582139958011,false,false,,,,,,,,,,,
"Ugwc6Y7JHJRL7hhRT5J4AaABAg","panos panos","/channel/UCtf9zULOooQ3I4fGSIqTImw","https://yt3.ggpht.com/a/AATXAJxQZ71MSZJH83Rwi43d7D_dhh5ErdO2dL07gA=s48-c-k-c0xffffffff-no-rj-mo","Hi \n How we can communicate? I am. Interesting for your products.  Can we communicate with Viber? \n\nThank you very much",0,"1 month ago",1582139958012,false,false,,,,,,,,,,,
"UgxQ_JXhWMXqEre5R4l4AaABAg","Mosen Sarlak","/channel/UC-vj9NWUv7V29HqX5PotMOg","https://yt3.ggpht.com/a/AATXAJzojAtuOziSbBzqa1yOIgoZiHnwKNxCJa0Svg=s48-c-k-c0xffffffff-no-rj-mo","This very good. Thanks",0,"1 month ago",1582139958014,false,false,,,,,,,,,,,
"UgzKiRCNaaeZ6AqALAt4AaABAg","Manjunath Hatti","/channel/UCBPxHBPXHC8kZUuv7K0dF1Q","https://yt3.ggpht.com/a/AATXAJwDcY_DPPZW40FPPq3P3ycfaL3JSmNK65eMPA=s48-c-k-c0xffffffff-no-rj-mo","How much amount 1 Acre area ???",0,"1 month ago",1582139958015,false,true,"EkQSC3NxRnlqTy1xUUNRwAEAyAEA4AEBogINKP___________wFAAMICGxoXaHR0cHM6Ly93d3cueW91dHViZS5jb20iABgGMk0aSxIaVWd6S2lSQ05hYWVaNkFxQUxBdDRBYUFCQWciAggAKhhVQ0xXcFU4SkJhS2dxX2hEcFNhcGVoUVEyC3NxRnlqTy1xUUNRQAFICg%3D%3D",1,,,,,,,,,
,,,,,,,,,,,,"UgzKiRCNaaeZ6AqALAt4AaABAg.94A8IGSKcVs94F6VYLrHRs","anil biradar","/channel/UCopnvhRKwebJ82L8ERTEizw","https://yt3.ggpht.com/a/AATXAJzBdw-mY9m9X5bxeu_kEXJRMXuYDzT2IPsT5Q=s32-c-k-c0xffffffff-no-rj-mo","Call me for more information 8618229845",0,"1 month ago",1582139958276,false
"UgzssEa4fAgHDhICDQd4AaABAg","mohd jafar a","/channel/UC4jjq4H8aSgHWwAgGuGjO_A","https://yt3.ggpht.com/a/AATXAJy60FtXh4KSnL7dOlXGBP3NxVKoew3TsAk0Wg=s48-c-k-c0xffffffff-no-rj-mo","ये जो टंकी लगाई है बो कहा मिलेगी और कितने की एक टनकी है।  ये मेरा फोन नंबर है\n8193878347 जरूर बताना भाई",0,"2 months ago",1579461558017,false,false,,,,,,,,,,,
