"id","author","authorLink","authorThumb","text","likes","time","timestamp","edited","hasReplies","repliesToken","numReplies","reply.id","reply.author","reply.authorLink","reply.authorThumb","reply.text","reply.likes","reply.time","reply.timestamp","reply.edited"
"Ugx2oXXZd_ldEMKayPZ4AaABAg","Sayak Pramanik","/channel/UCiaczNr9f5JoPAj2ufkGQsg","https://yt3.ggpht.com/a/AATXAJwZShwGIvcnfFKtYHE2fL6N-Lz3w_SN5KYvrg=s48-c-k-c0xffffffff-no-rj-mo","5:16 Wah des ka kya chutiya kata hain in logo ne. Ekdam indirect gali dena.",0,"5 hours ago",1584611068526,false,false,,,,,,,,,,,
"UgzT_2biSEhdM0I4IFV4AaABAg","nu Kumar","/channel/UCZ7lDufj8dbFL8pzsWUkK0g","https://yt3.ggpht.com/a/AATXAJzy1WNwmDhVVyn7NAoERA0drl6Qx448fTLwMA=s48-c-k-c0xffffffff-no-rj-mo","It should be WHY INDIA WAS GROWING FAST.",0,"9 hours ago",1584596668528,false,false,,,,,,,,,,,
"UgzKm8HkrlXs2zNF-Bd4AaABAg","Shiva Prakash","/channel/UCR1ck7jPM0DqHUu7HUXi3kA","https://yt3.ggpht.com/a/AATXAJyXWo0UZ-F3uTSH3OJv3FaHYayIiMgpGTSL-A=s48-c-k-c0xffffffff-no-rj-mo","Informative as always! Could u spare a clear economic video about cuba on the current scenario!",0,"1 day ago",1584542668530,false,false,,,,,,,,,,,
"Ugzx3FzoD8V7R1DRDYF4AaABAg","VizøKhø ChûZhø","/channel/UCaSJedDkgdxGduZlKjUp6cA","https://yt3.ggpht.com/a/AATXAJyJYfjqs3gNSHQsUbiNINr2Et4nx-Lc01EiGg=s48-c-k-c0xffffffff-no-rj-mo","India is growing fast because of the husband working so hard with wife all night everyday.......😆Also India is growing and supplying pollution for free around the world.....",0,"2 days ago",1584456268531,false,false,,,,,,,,,,,
"UgyOojuXz5KYp9QHvh14AaABAg","Crazy Oggy","/channel/UCWj2Wh2C5yQzeiXqisOP5wA","https://yt3.ggpht.com/a/AATXAJxphwOf34Qg5pmju8yEJOnBUZMm2CunjFi-ag=s48-c-k-c0xffffffff-no-rj-mo","India will be superpower by 2024.",0,"3 days ago",1584369868532,false,false,,,,,,,,,,,
"Ugy29UmnWHrwaefsgop4AaABAg","swati ranaware","/channel/UCx24sUsuV7m1Ak1YA4ZCpYw","https://yt3.ggpht.com/a/AATXAJwRFN6iySdhZftUNY4PrG49zFc6x_EFiIQ-Zg=s48-c-k-c0xffffffff-no-rj-mo","Narendra Modi zindabad",1,"1 week ago",1584024268533,false,false,,,,,,,,,,,
"UgweSrJOFSXqaHkTpp94AaABAg","Nathan Shi","/channel/UCKZZhcsaWtQ-mNNPUIbFZBA","https://yt3.ggpht.com/a/AATXAJyrLDau06sC35TMQ2K5VM8pUWNl9C9E7Tzr2A=s48-c-k-c0xffffffff-no-rj-mo","Best wishes to 🇮🇳, I visited India last year and really understand more abt the country and it's people. Collaboration between our countries will do both of us better. Love from China 🇨🇳, btw Indian curry is the best 🥘",0,"1 week ago",1584024268535,false,false,,,,,,,,,,,
"UgybcCQ1zxUBa-vj9Bl4AaABAg","Shivang Sundriyal","/channel/UCpIDD1w-1We1hHMEHeNEEbQ","https://yt3.ggpht.com/a/AATXAJznBQPqUVTNcfv07Ygpu2jEMz9IbI_IxH3C=s48-c-k-c0xffffffff-no-rj-mo","Really!!! Realllly!!!??  India gdp is currently under 4",0,"1 week ago",1584024268536,false,false,,,,,,,,,,,
"Ugw7LFoAiiEqVMPFc5l4AaABAg","Sajjad Khan","/channel/UCAtxNLmiu54JjlN7h4ZiV-A","https://yt3.ggpht.com/a/AATXAJytfO3wEy39vQe8ij8SplANX4rzqXEfr0ZvSA=s48-c-k-c0xffffffff-no-rj-mo","india is still on list NO#1 poorest countries of the world.study world poverty report 2020.Growing fast or decline fast?",0,"1 week ago",1584024268537,false,false,,,,,,,,,,,
"Ugw_ijHynBE2lD1ZqxN4AaABAg","Alpha Centauri","/channel/UCm5VSCUXD8zxwqsI8fgeDJQ","https://yt3.ggpht.com/a/AATXAJzlnTQd8ZtZENELqZDfly8XjVJgVXAAWFayJQ=s48-c-k-c0xffffffff-no-rj-mo","Indo-Chin brothers.",1,"1 week ago",1584024268538,false,false,,,,,,,,,,,
