"UgyU9Dw10KjKLSvMakJ4AaABAg","Dhruv Rathee","/channel/UC-CSyyi47VX1lD9zyeABW3w","https://yt3.ggpht.com/a/AATXAJxh-E_cnuX4clPQtMEWLMa_wUAmy6dMW5h3JA=s48-c-k-c0xffffffff-no-rj-mo","May 2018 UPDATE: Petrol prices are now at a record all time high. In Mumbai, it is ₹84 per liter. This is because the crude oil price has risen to $70 / Barrel but the tax has remained the same",455,"1 year ago",1553016573685,false,true,"EkQSC09TUVhvM0RwRkFnwAEAyAEA4AEBogINKP___________wFAAMICGxoXaHR0cHM6Ly93d3cueW91dHViZS5jb20iABgGMk0aSxIaVWd5VTlEdzEwS2pLTFN2TWFrSjRBYUFCQWciAggAKhhVQy1DU3l5aTQ3VlgxbEQ5enllQUJXM3cyC09TUVhvM0RwRkFnQAFICg%3D%3D",99,,,,,,,,,
,,,,,,,,,,,,"UgyU9Dw10KjKLSvMakJ4AaABAg.8gVZ0JgEheu8gVZEbY4kW_","human nature","/channel/UCd4iTq4KYlxK5UV4ZWGLj8g","https://yt3.ggpht.com/a/AATXAJxBe9hHonawMHwfRRvtb-YD9fNM-qayFiWyMQ=s32-c-k-c0xffffffff-no-rj-mo","Dhruv Rathee namaskar dosto..",4,"1 year ago",1553016574137,false
,,,,,,,,,,,,"UgyU9Dw10KjKLSvMakJ4AaABAg.8gVZ0JgEheu8gVZjmVaNBv","black","/channel/UCc3Q2IbrfTQSofkkhV04OZw","https://yt3.ggpht.com/a/AATXAJyDYTYlq5FWN3opD633LUDyw77q6Vu2ATK1sQ=s32-c-k-c0xffffffff-no-rj-mo","It's litre dude...please add it to your dictionary.",11,"1 year ago",1553016574138,false
,,,,,,,,,,,,"UgyU9Dw10KjKLSvMakJ4AaABAg.8gVZ0JgEheu8gV_fKMCY8H","Vaibhav Kataria","/channel/UCQIz5t9qdeNZ4dZL1KiqdJQ","https://yt3.ggpht.com/a/AATXAJwlk-jEbHLZ8qQm0vx7Lf3EYJuJlWMMjr1UQg=s32-c-k-c0xffffffff-no-rj-mo","Sad",1,"1 year ago",1553016574139,false
,,,,,,,,,,,,"UgyU9Dw10KjKLSvMakJ4AaABAg.8gVZ0JgEheu8gV_hG4jocx","human nature","/channel/UCd4iTq4KYlxK5UV4ZWGLj8g","https://yt3.ggpht.com/a/AATXAJxBe9hHonawMHwfRRvtb-YD9fNM-qayFiWyMQ=s32-c-k-c0xffffffff-no-rj-mo","Dhuruv bhai agar iss comment ko dekhe toh apne nxt video me zarur..bole ki..communal polarization toh hua hai country me\n\nMain comment section ko dekhta hu toh..samjh aata hai..sabhi muslim congress ya baki partiyo ko sahi samjhte hai aur hindus bjp ko...kuch ek adha logo ke alawa..\n\nAur ye mai isliye keh raha cuz humara desh aisa toh nahi tha..hum.aise nahi the fir aisa kya hua ki ye sab baate ho rahi..\n\nPehle.log jo galt hota tha vo galt hota tha..per aab log ankhe band karke galt ko bhi sahi kar rahe..",5,"1 year ago",1553016574140,true
,,,,,,,,,,,,"UgyU9Dw10KjKLSvMakJ4AaABAg.8gVZ0JgEheu8gVc3mXbDbs","Ramnivas Yadav","/channel/UCKME5Ft6vCPefgylyIy5GAA","https://yt3.ggpht.com/a/AATXAJyWOqtTTcSpu_2XCe5X7FKdaeHxv2wTQVVzNA=s32-c-k-c0xffffffff-no-rj-mo","Dhruv Rathee 20 per litre kaise calculat kiya",2,"1 year ago",1553016574140,false
,,,,,,,,,,,,"UgyU9Dw10KjKLSvMakJ4AaABAg.8gVZ0JgEheu8gVfpKV3Atq","Amol Nagdive","/channel/UCVrqRdGO5-XXBy3m1Lhe0XQ","https://yt3.ggpht.com/a/AATXAJwVINHx_jS12FD6plc7aWApbCYCVujEJVFIpw=s32-c-k-c0xffffffff-no-rj-mo","Dhruv Rathee 84 per liter nagpur",0,"1 year ago",1553016574142,false
,,,,,,,,,,,,"UgyU9Dw10KjKLSvMakJ4AaABAg.8gVZ0JgEheu8gVh_5Lx7ij","Darshan Maheshwari","/channel/UCsEVNlgEciCT_qrkRCKzKdQ","https://yt3.ggpht.com/a/AATXAJxmRIw575NAmw512r3nQ1Xi3cCMlox1E0TUNA=s32-c-k-c0xffffffff-no-rj-mo","Dhruv Rathee request you to make a new video with current rates and also the fact the rate didn't increase for 15 days before Karnataka voting",5,"1 year ago",1553016574143,false
,,,,,,,,,,,,"UgyU9Dw10KjKLSvMakJ4AaABAg.8gVZ0JgEheu8gVnc4UNf8g","Sagar Chaudhary","/channel/UCUmX4Te1yNwy_KGogpoFcwA","https://yt3.ggpht.com/a/AATXAJzPTE7f8tBBjFNApEgh6dhFiSfuMU7mq0-l-Q=s32-c-k-c0xffffffff-no-rj-mo","Dhruv Rathee Today Petrol Price according to international market widout any tax ( After Calculation) 1 L ⛽= ₹30.67 per litre\nToday Crude oil price $71.61 (1 BARREL)\nBefore Karnataka election petrol price in Delhi ₹74.63 per litre but after election ₹76.57 per litre",2,"1 year ago",1553016574144,false
,,,,,,,,,,,,"UgyU9Dw10KjKLSvMakJ4AaABAg.8gVZ0JgEheu8gVtuKWDEOT","मनोज यादव","/channel/UCC6pgXkHM3lqbq8mrX-k3DQ","https://yt3.ggpht.com/a/AATXAJz_leG7IjlkbxXlGAu5BF_-2v6CwFxuAuPvVQ=s32-c-k-c0xffffffff-no-rj-mo","Sagar Chaudhary shi kha bhai dhru sir ne price glt btayi hai",0,"1 year ago",1553016574145,false
