"id","author","authorLink","authorThumb","text","likes","time","timestamp","edited","hasReplies","repliesToken","numReplies","reply.id","reply.author","reply.authorLink","reply.authorThumb","reply.text","reply.likes","reply.time","reply.timestamp","reply.edited"
"UgxXxQnF_AdvK5OlPm54AaABAg","Mohammad Hasim","/channel/UC17GGtRG2vFoBIxjcEsv1CA","https://yt3.ggpht.com/a/AATXAJys-DtHe4nrnpDNWlo5TfAdT0xTlsiXwj-jiA=s48-c-k-c0xffffffff-no-rj-mo","sir mere pass free energy tecnology he 100 kw se 1mw energy banegi sir macine ke parts compani hi bana sakti he mujhe company ki help chahiye mera m n 8449199230 plese help",0,"7 months ago",1564942320563,false,false,,,,,,,,,,,
"UgyIWKHjb4zkpslZmC94AaABAg","Anuki Banerjee","/channel/UCIdlinJe7Oahr-Ek_zzgcEg","https://yt3.ggpht.com/a/AATXAJxHLYj-EEGzkew9ZENx8qwpaPhd6rE_kG7uWg=s48-c-k-c0xffffffff-no-rj-mo","It took me decades trying to uncover a solution to make my own power. The solution is the Papziati Energy course online. It is the best way to produce your own renewable energy. Google it.",2,"1 year ago",1551723120565,false,true,"EkQSC3FQMWU4aE8wMXJJwAEAyAEA4AEBogINKP___________wFAAMICGxoXaHR0cHM6Ly93d3cueW91dHViZS5jb20iABgGMk0aSxIaVWd5SVdLSGpiNHprcHNsWm1DOTRBYUFCQWciAggAKhhVQ1pGTW0xbU13MEY4MVozN2FhRXpUVUEyC3FQMWU4aE8wMXJJQAFICg%3D%3D",1,,,,,,,,,
,,,,,,,,,,,,"UgyIWKHjb4zkpslZmC94AaABAg.8o_hc26kvfc8owVKL7p0DO","Mr29082001","/channel/UCj6skKKr1f5YN18PZA4l6-g","https://yt3.ggpht.com/a/AATXAJzeYYMxXVdq7Ih9eDlKA6y2-at3oL6kYPdRwQ=s32-c-k-c0xffffffff-no-rj-mo","I googled it and did not find it... do you have a link?",1,"1 year ago",1551723120847,false
"UgzsRWfx7El1zwzR7tZ4AaABAg","Abinash Mahapatra","/channel/UCPo6E6i2HTo2rxi2-WOwsPg","https://yt3.ggpht.com/a/AATXAJwUMuhCV3VQX2SYNP9jhZdNtyOXep9z6A9pXQ=s48-c-k-c0xffffffff-no-rj-mo","Backpack charger for cyclist ! what a widly applicable product ! no wonder 99% startups fail..",2,"1 year ago",1551723120567,true,false,,,,,,,,,,,
"UgyrDVYAsh8yF4OfLqp4AaABAg","Yogesh Beinghuman","/channel/UCLjCo4J6Ui7NzvkxqRPxclQ","https://yt3.ggpht.com/a/AATXAJzQGTnwmdQmHyn6P1vlA7c2oiAnDCgEUOs_YA=s48-c-k-c0xffffffff-no-rj-mo","i d0nt get idea 25 rp per day ? i sh0uld be devel0ping india by charging 0ne time installati0n nd c0st price fee rather than this 0r like n0rmal g0vernment per unit system",1,"2 years ago",1520187120569,false,false,,,,,,,,,,,
"UgiKI_LP_d1q53gCoAEC","H Pereira","/channel/UCxN-2eZp3MFTWowRFwRrleQ","https://yt3.ggpht.com/a/AATXAJyg3Idrn0TOY19Di29BDZ8aoTxhmckHMdo4wQ=s48-c-k-c0xffffffff-no-rj-mo","Bitch please ! PUUNE is the cycling capital of India !!!",0,"3 years ago",1488651120570,false,false,,,,,,,,,,,
"UgieyDq4rxSzUHgCoAEC","Meraj Khan","/channel/UCz_ml3TEgaO7xoBqA27zPLQ","https://yt3.ggpht.com/a/AATXAJwQhSzgCQqvIHMP2C4tb8OyrqCl7Xdrw9k0xg=s48-c-k-c0xffffffff-no-rj-mo","good my bhi invention karunga",0,"3 years ago",1488651120572,false,false,,,,,,,,,,,
"UgjnDNCa0Xm8UngCoAEC","rajesh singh","/channel/UCrywqp03JFtr3nouqKsQ6jw","https://yt3.ggpht.com/a/AATXAJxRbYSAYPMo86e03CnpuIoSw4IV1JZOG3E4EQ=s48-c-k-c0xffffffff-no-rj-mo","hi, can u whatsapp  9560233465",0,"3 years ago",1488651120573,false,false,,,,,,,,,,,
"UgiNYOe3WuCJJngCoAEC","Rushabh Doshi","/channel/UCZfHcsGsGTwcZHHjXLji6Uw","https://yt3.ggpht.com/a/AATXAJyRJaPDXHoxqW4dcBFqZ3Cb8wev1j_tqr20IA=s48-c-k-c0xffffffff-no-rj-mo","how much its cost",0,"3 years ago",1488651120574,false,false,,,,,,,,,,,
"Ugj0_-oOt_xHvXgCoAEC","gustavodude1","/channel/UCmeRLQyJE50oxmswanbLpcw","https://yt3.ggpht.com/a/AATXAJw9V2bXYu1-Zav-ob43c2DbUmFeWuvK221zPQ=s48-c-k-c0xffffffff-no-rj-mo","Simpa was indeed great offering and pay as you go best utilized after mobile recharge and D2H. Keep up good job",2,"3 years ago",1488651120575,false,false,,,,,,,,,,,
