"id","author","authorLink","authorThumb","text","likes","time","timestamp","edited","hasReplies","repliesToken","numReplies","reply.id","reply.author","reply.authorLink","reply.authorThumb","reply.text","reply.likes","reply.time","reply.timestamp","reply.edited"
"UgzeePqlzSL35G0m9Mx4AaABAg","trisha c","/channel/UCVBM5o5xCQg19mNBvPXLV4g","https://yt3.ggpht.com/a/AATXAJzbh7OXcIJqb0U3ic0aueZ6B1JEgPg_VeTyHA=s48-c-k-c0xffffffff-no-rj-mo","This the go green anthem for my school",0,"1 year ago",1551723046980,false,false,,,,,,,,,,,
"Ugg0L07IR7Ay73gCoAEC","Vikram dheman","/channel/UCOtgAhYsNbZNJR7LDPB8eaw","https://yt3.ggpht.com/a/AATXAJwfg-v5o1znl7AQ09M8U-xSq4mT_kl619DqKQ=s48-c-k-c0xffffffff-no-rj-mo","It's my favourite song. It's a true song",1,"3 years ago",1488651046983,false,true,"EkQSC2V0ZjdVajdsZ3d3wAEAyAEA4AEBogINKP___________wFAAMICGxoXaHR0cHM6Ly93d3cueW91dHViZS5jb20iABgGMkcaRRIUVWdnMEwwN0lSN0F5NzNnQ29BRUMiAggAKhhVQ1pGTW0xbU13MEY4MVozN2FhRXpUVUEyC2V0ZjdVajdsZ3d3QAFICg%3D%3D",1,,,,,,,,,
,,,,,,,,,,,,"Ugg0L07IR7Ay73gCoAEC.8HTk5IdlLAp8RIAS7Wo-6-","Neha Goel","/channel/UCvy-3l45IBw_jh6B-ikFfEg","https://yt3.ggpht.com/a/AATXAJw6278Hkqx-IX_Sb6tD7Li1Fe6mSc8k4e4B9Q=s32-c-k-c0xffffffff-no-rj-mo","I love the song and music it's the right thing the girl is doing in the video",0,"2 years ago",1520187047710,false
"UgjMCDwP18ayHXgCoAEC","mayannur iti","/channel/UCW70cNN5LVY2EC6-Rps1PYw","https://yt3.ggpht.com/a/AATXAJwc3f_XcoqDTZWOt0sqcI2PN8Z82_Cbzhqd=s48-c-k-c0xffffffff-no-rj-mo","great song\ni just love it",1,"3 years ago",1488651046985,false,false,,,,,,,,,,,
"UgxAFbm2ig1Yx4b7LT54AaABAg","Balwan Chauhan","/channel/UCGfffKgMIyDa_3IB_kLoOWQ","https://yt3.ggpht.com/a/AATXAJzw2DCJiHnddAQJAeGqIZLwiN3TGpW3PIz4JA=s48-c-k-c0xffffffff-no-rj-mo","Excellent attempt...",0,"7 years ago",1362420646987,false,false,,,,,,,,,,,
"UgzYurO19KXxhjFxEux4AaABAg","Mohammed Shahzad","/channel/UC6FpXRBuJrX0K5JPIvP8PYg","https://yt3.ggpht.com/a/AATXAJyA5EzyWuUvHgokg3UbZCb-a3Y8RiIu1XMT8g=s48-c-k-c0xffffffff-no-rj-mo","This song  is very good .\r\n\r\nand plez do not waste energy  and plant more tress \r\nif you plant more tress you will gained more oxygen.",0,"9 years ago",1299262246988,false,false,,,,,,,,,,,
"UgwVFQDZJiAOq8r-d0Z4AaABAg","Anupam Singh","/channel/UCuDKj8991Q5eIYDmO5s3ZpA","https://yt3.ggpht.com/a/AATXAJwFQjUiZ_PaHd7dDwkJCxkbLKwMusbYQDSr-Q=s48-c-k-c0xffffffff-no-rj-mo","ragman2008 (2 months ago) Show Hide -5 Marked as spam Reply | Spam Global warming is being OVEREXAGGERATED﻿ \r\n\r\n\r\n==========\r\nyea for u it might an 'OVEREXAGGERATION' because you wont have face the consequences of this! its the coming generations which will have to pay for our misdeeds! X-(",0,"11 years ago",1236190246989,false,true,"EkQSC2V0ZjdVajdsZ3d3wAEAyAEA4AEBogINKP___________wFAAMICGxoXaHR0cHM6Ly93d3cueW91dHViZS5jb20iABgGMk0aSxIaVWd3VkZRRFpKaUFPcThyLWQwWjRBYUFCQWciAggAKhhVQ1pGTW0xbU13MEY4MVozN2FhRXpUVUEyC2V0ZjdVajdsZ3d3QAFICg%3D%3D",1,,,,,,,,,
,,,,,,,,,,,,"UgwVFQDZJiAOq8r-d0Z4AaABAg.8GbyuYpWuHX8a5KvxeA-Bb","Susan Joseph","/channel/UCYHYis6lHaWQ-C-MPc0VaJQ","https://yt3.ggpht.com/a/AATXAJyrWlzdf2UECdzVUgyXT7HF4NlI_mZ9k-8q2Q=s32-c-k-c0xffffffff-no-rj-mo","Anupam Singh",0,"2 years ago",1520187047302,false
"UgzFpL2afbwXFjaWEFt4AaABAg","denizoran","/channel/UCClTiCa8xouvbPL6e_PlmBg","https://yt3.ggpht.com/a/AATXAJw66lFXp_jdmZfOy8soKLrwjYofxUSBD9eBNw=s48-c-k-c0xffffffff-no-rj-mo","Beautiful lyrics...and of course hats off to the initiative! \nGreat going NDTV!",0,"11 years ago",1236190246991,false,false,,,,,,,,,,,
"UgyH8-Oy9GJH2SLdkH54AaABAg","denizoran","/channel/UCClTiCa8xouvbPL6e_PlmBg","https://yt3.ggpht.com/a/AATXAJw66lFXp_jdmZfOy8soKLrwjYofxUSBD9eBNw=s48-c-k-c0xffffffff-no-rj-mo","There is no such term/word as 'OVEREXAGGERATION'. Exaggeration by itself means emphasizing or overdoing something. No offense.",0,"11 years ago",1236190246992,false,false,,,,,,,,,,,
