"id","author","authorLink","authorThumb","text","likes","time","timestamp","edited","hasReplies","repliesToken","numReplies","reply.id","reply.author","reply.authorLink","reply.authorThumb","reply.text","reply.likes","reply.time","reply.timestamp","reply.edited"
"UgzC5CSaYEH1Or6JDM14AaABAg","Pushkar Singh","/channel/UCfvydfI_KaOLEm6HIC3wkzA","https://yt3.ggpht.com/a/AATXAJw3VNR3vNF8hJdLtVY0bXXcM370xNwRemgNvA=s48-c-k-c0xffffffff-no-rj-mo","65% decrease, impressive and I don't know if they're considering inflation, if not it's more...",0,"4 days ago",1583687280772,false,false,,,,,,,,,,,
"Ugz2NIsblJsVQudgv794AaABAg","GermanMic","/channel/UCfMqJGdtjyxpiszPEfXcCQg","https://yt3.ggpht.com/a/AATXAJx2vEfa7DWlGRStzG2Nl0aTXdNb3smJ1rO0ZA=s48-c-k-c0xffffffff-no-rj-mo","I’m leading in my hood, with my harbor freight budget panels, I milk the mama sun like my neighbor does his cows!\nLove&blessings",0,"4 days ago",1583687280775,false,false,,,,,,,,,,,
"UgxkR5VOyJnAv0a8dQZ4AaABAg","Robert Givens","/channel/UCkXlJqwZc5CEpQMq0EcG4ng","https://yt3.ggpht.com/a/AATXAJwdQfie0Ib55zFE4wnR1qDyvIR9YGD9C8tpKA=s48-c-k-c0xffffffff-no-rj-mo","How is it that Costa Rica was completely overlooked in this video? They have run on 98+% renewable energy since 2014.",0,"4 days ago",1583687280777,false,false,,,,,,,,,,,
"Ugy0MScYpafuQJtz5a14AaABAg","steeve steeve","/channel/UCOQbQLmO_FmB34FNqs0OwQQ","https://yt3.ggpht.com/a/AATXAJww2JyqiH-6_kyFPZbMP9fzgtQmrN9hmzcytg=s48-c-k-c0xffffffff-no-rj-mo","In Kenya, we have more than enough electricity and it all comes from renewable sources: Wind turbines, Geothermal, Solar power and Hydroelectric power. We don't even have non renewables. \nBut hey, you can just ignore that data they got there in Africa.",0,"6 days ago",1583514480778,true,false,,,,,,,,,,,
"UgzZjy8B2E3k-P0FIlp4AaABAg","Tesla Dude","/channel/UCuz1PzUkbOmxKjup4vX9kKQ","https://yt3.ggpht.com/a/AATXAJzZixywZkabjFokNaSlSdYjrsX_0wWoqXpz3A=s48-c-k-c0xffffffff-no-rj-mo","The issue with renewable energy has nothing to do with abilities to put up enough solar panels to take care of the worlds electricity needs. The issue is the oil and gas companies, ICE car companies, and coal companies losing money as we transition to renewable energy. Most the modern world will be 100% renewable by 2035!!",0,"6 days ago",1583514480780,true,false,,,,,,,,,,,
"UgzPic5o9cN1NSVu6Mx4AaABAg","Tesla Dude","/channel/UCuz1PzUkbOmxKjup4vX9kKQ","https://yt3.ggpht.com/a/AATXAJzZixywZkabjFokNaSlSdYjrsX_0wWoqXpz3A=s48-c-k-c0xffffffff-no-rj-mo","You either did not do your research, or you are knowingly telling a lie. Solar panels work through clouds, the clouds do not stop the sun rays from working with solar panels. That’s why you can get a sunburn with overcast.",0,"6 days ago",1583514480781,false,false,,,,,,,,,,,
"UgzoCIBrgmLYQa_RVJx4AaABAg","Till Rumohr","/channel/UCZckd5js3uJu-X80uz9fk-w","https://yt3.ggpht.com/a/AATXAJxN82LPHGgFxwdt6TBvsGxePiGxZrz1eCRA-Q=s48-c-k-c0xffffffff-no-rj-mo","sorry, this feels like College Radio : / nothing wrong with puttting renewable output in relation to population size and GDP",0,"1 week ago",1583428080783,false,false,,,,,,,,,,,
"UgwXfHO99TdeMhjqbPJ4AaABAg","shabib bin shabib","/channel/UCf6Npi3bynwJrKLO30QpSQQ","https://yt3.ggpht.com/a/AATXAJymzFkvn4k3H71bY27pkAyypYjbrj9DPaMDGg=s48-c-k-c0xffffffff-no-rj-mo","just to fact check: The UAE was among the first to ratify the Paris agreement, and launched the vision 2021 10 years ago to switch to 20% renewable mix for the national grid, to which it overshot and achieved it baby 2019. Now its working towards 2030 for 50% renewables, and carbon neutral bay 2050. The UAE is also responsible for the boost of renewable energy in developing countries through Masdar's investments and R&D programs.",0,"1 week ago",1583428080784,false,false,,,,,,,,,,,
"UgyA5bJVjFh9FyqIs4V4AaABAg","I A Reid","/channel/UC3Yecp84wsg3R_ZM9Ni7Xnw","https://yt3.ggpht.com/a/AATXAJzHhRK6gcFnkk7S_iIAERqDFfDCgwV4UMxI9Q=s48-c-k-c0xffffffff-no-rj-mo","Renewable energy provides a very small amount of global energy supply (4 to 5%). It's got a long way to go and the programme made little mention of all the real technical problems inherent in renewables. It briefly mentions the battery in Australia, increasing from 100 to 150 megawatts. This is part of a small grid in South Australia (3,000 Gwatt capacity), so 150 Mwatt is a drop in the ocean. \n\nIn practice renewable generation is a dead end and is not the solution. Nuclear is ignored but is the only practical solution at the present time.",0,"1 week ago",1583428080785,false,false,,,,,,,,,,,
"Ugz92GKk9EyelnLFTwV4AaABAg","w0ttheh3ll","/channel/UCNVXA3V61wDFYJldh9S0qZQ","https://yt3.ggpht.com/a/AATXAJz-0LLRcQci6rm51W27QPnzD8WBym6w6Xa9qQ=s48-c-k-c0xffffffff-no-rj-mo","why the f are you showing footage of harvesting people's footsteps? that's the kind of misleading bullshit that confuses nontechnical people.",0,"1 week ago",1583428080787,false,false,,,,,,,,,,,
