"id","author","authorLink","authorThumb","text","likes","time","timestamp","edited","hasReplies","repliesToken","numReplies","reply.id","reply.author","reply.authorLink","reply.authorThumb","reply.text","reply.likes","reply.time","reply.timestamp","reply.edited"
"UgzW_d0oJIhbz3gLaJt4AaABAg","Saishyam Zambre","/channel/UC5GY1O8VVXCM5JMm-vu_wQA","https://yt3.ggpht.com/a/AATXAJz1d3SLeKxcV-iK4l6bUC6hD283fnW4mzHW0A=s48-c-k-c0xffffffff-no-rj-mo","Energy security  context attack on  the Aramco\n73% imports from middle east\nSaudi largest exporter\nLeader of OPEC\nIndia stg reserves less (10-12 days) capacity\n1 effect on inflation in India \n\n2 strait of Hormuz\n3 allied industry effect\n4 rise in risk premium \n5 effect of diplomatic relations (Iran,us,Saudi, Israel) 6 panic among Indian immigrants \nWay forward\nIncrease renewal energy, use of coal need to increase technology, setting up of nuclear energy.\nConsumption of energy 40% of works avarge\nIran 1 refinery 2 credit facility 3 default payment 4 closer to India 5 insurance",0,"1 month ago",1582122026337,true,false,,,,,,,,,,,
"Ugy3Y6h7jNhcaQYZMvt4AaABAg","Shivam Vishwakarma","/channel/UCUsJxT6MFcAwbzsjVrAHyoA","https://yt3.ggpht.com/a/AATXAJyB9FC7NIjAO5_C4lHD-EGMP1k1GUcRMtDzAg=s48-c-k-c0xffffffff-no-rj-mo","It's reality that today with oil reach country and there economics major part of those nations who had big stock of oil and crude oil should United against American dirty mind system this demand of this period.",0,"5 months ago",1571494826340,false,false,,,,,,,,,,,
"UgwM78bm9aS9LM4Sxih4AaABAg","Shivani singh","/channel/UCPD9WjQG9Vyw4sfNpCkqxTw","https://yt3.ggpht.com/a/AATXAJxriqqdl8UH8GxFr6r4Yh5MFFp07-PK1qioMw=s48-c-k-c0xffffffff-no-rj-mo","Love for Frank",0,"5 months ago",1571494826341,false,false,,,,,,,,,,,
"UgwCwBgEO4jtFCmNDH54AaABAg","Hargyan Singh","/channel/UCrVixXWMyfA5qqqQudbtfMQ","https://yt3.ggpht.com/a/AATXAJwyTPHA6ctSONKRwk8gPes1525FYDDp1WnYnQ=s48-c-k-c0xffffffff-no-rj-mo","They implied Saudi Arabia is the largest supplier in the world. Iraq, on the other hand, is the largest supplier to India after Saudi Arabia.",0,"5 months ago",1571494826343,false,false,,,,,,,,,,,
"UgwmD9XO3811K5wLDwB4AaABAg","Mukesh Kumar Verma","/channel/UC0uSj9KDlwojS0i94QcY4Mg","https://yt3.ggpht.com/a/AATXAJyxhTWxTDpSEejrU8XRpSB1WT8ThmjpYtHuGA=s48-c-k-c0xffffffff-no-rj-mo","Good discussion",0,"5 months ago",1571494826347,false,false,,,,,,,,,,,
"Ugw-53n9oVB6PuE7f4J4AaABAg","rupesh","/channel/UCJFbR9-cgJLpha-s5GixHUg","https://yt3.ggpht.com/a/AATXAJySmZCBYSKqb0lIR0G-nB1cgDXnLk-8gvENcw=s48-c-k-c0xffffffff-no-rj-mo","Kya security hai isnki ek drone attack nhi rok paye na hi detect kr paye",0,"6 months ago",1568902826348,false,false,,,,,,,,,,,
"Ugwino5hHUE4d3O_qbR4AaABAg","Nikhil Goyal","/channel/UCWhGce99eFTd1q41qTtk39Q","https://yt3.ggpht.com/a/AATXAJwnxZEh4y6TPzVqo-fhrzoKA3CUIPdwr-7Huw=s48-c-k-c0xffffffff-no-rj-mo","Professor HAve Great Knowledge",0,"6 months ago",1568902826349,false,false,,,,,,,,,,,
"UgwNIWS6KrpsMMMIoLx4AaABAg","Kunal Krishna","/channel/UCAJC8MiiTpVZRImQFLHpOjQ","https://yt3.ggpht.com/a/AATXAJzgWU-iYmubciiZPT0G6fmHcmhrggg6uTpy6g=s48-c-k-c0xffffffff-no-rj-mo","IRAQ not SA is largest supplier",0,"6 months ago",1568902826350,false,false,,,,,,,,,,,
"UgwANFjXJKKsM3DI-j94AaABAg","Muthu NS","/channel/UCZ7COLXJOpzskkUMq9lLBEw","https://yt3.ggpht.com/a/AATXAJxTNX4-7uAL-NdqjsdAhf5WtvWuqIR8LxFywQ=s48-c-k-c0xffffffff-no-rj-mo","Great discussion.",0,"6 months ago",1568902826351,false,false,,,,,,,,,,,
"Ugy2gADim4AWkr6vvtp4AaABAg","Akhilesh Kumar","/channel/UCUg2CYYL8DxEud3JZgCAoVA","https://yt3.ggpht.com/a/AATXAJyWnStrMdkbWzvQYKoH3IZbQ5d-gi2KTruq=s48-c-k-c0xffffffff-no-rj-mo","Yes.. this conversation was good... at last they concluded with a very good point that we must have to look back again towards Iran policy. I think we have to also think about Usa policy which continously enforcing us to be dependent on USA.",0,"6 months ago",1568902826352,false,true,"EkQSC2stNFI4eFRDbzFnwAEAyAEA4AEBogINKP___________wFAAMICGxoXaHR0cHM6Ly93d3cueW91dHViZS5jb20iABgGMk0aSxIaVWd5MmdBRGltNEFXa3I2dnZ0cDRBYUFCQWciAggAKhhVQ0lTZ25TTndxUTJpOGxoQ3VuM0t0UWcyC2stNFI4eFRDbzFnQAFICg%3D%3D",2,,,,,,,,,
