"id","author","authorLink","authorThumb","text","likes","time","timestamp","edited","hasReplies","repliesToken","numReplies","reply.id","reply.author","reply.authorLink","reply.authorThumb","reply.text","reply.likes","reply.time","reply.timestamp","reply.edited"
"Ugz_7ZvLfomjX4falpF4AaABAg","Rajendra Kumar","/channel/UC_ELzPiQjMf391-eYAQoihA","https://yt3.ggpht.com/a/AATXAJzwpgNP4UM0LensopPrDTd29bFn0C-dc7a4TQ=s48-c-k-c0xffffffff-no-rj-mo","Solar energy bahut achha hai. lekin iska cost Kaafi High hai. Jab tak is cost me Kami nahi aayega tab tak  yah upyogi nahi hoga. Government ko cost kam karne me dhyan deni chahiye.",2,"1 year ago",1553005135400,false,false,,,,,,,,,,,
"UgxEDRPMl5S-uRH_56N4AaABAg","sm k","/channel/UCkkU6SVw-p8lVi7XP-dHoTQ","https://yt3.ggpht.com/a/AATXAJxnn3rczoHVc-KwroqiisOsM8shR3jbGUicFg=s48-c-k-c0xffffffff-no-rj-mo","Hindi me show plz",1,"1 year ago",1553005135403,false,false,,,,,,,,,,,
"Ugy50gcCmrKI0uS8AMd4AaABAg","Rupesh Soni","/channel/UCV3nXVSXE6_lSiWijnlPzvA","https://yt3.ggpht.com/a/AATXAJzONgEWYPRgzUlzn0jl4LTfsH1IypZCKBUXgg=s48-c-k-c0xffffffff-no-rj-mo","Good mamaji om giri",0,"1 year ago",1553005135405,false,false,,,,,,,,,,,
"UgzijTlYxXimt-fAz5N4AaABAg","Rupesh Soni","/channel/UCV3nXVSXE6_lSiWijnlPzvA","https://yt3.ggpht.com/a/AATXAJzONgEWYPRgzUlzn0jl4LTfsH1IypZCKBUXgg=s48-c-k-c0xffffffff-no-rj-mo","Good",0,"1 year ago",1553005135406,false,false,,,,,,,,,,,
"UgzMNHQMUgeo35-YwdF4AaABAg","SATYARAM SUBHAGI ANAND","/channel/UCcBggfhrETo2P0lACczMJTw","https://yt3.ggpht.com/a/AATXAJzCLDMAV5Bq4eJs8K4fKNnQOhl8OtLCDkeYLg=s48-c-k-c0xffffffff-no-rj-mo","Future energy",0,"1 year ago",1553005135407,false,false,,,,,,,,,,,
"Ugx5nO1rY6Pg633PpU14AaABAg","Pradeep Jagat","/channel/UC4o1nZCy_DOhtv5m57sFjVA","https://yt3.ggpht.com/a/AATXAJwrSUf-jwV5TsilxgTZEtRcTl_bLeNbOvJRkg=s48-c-k-c0xffffffff-no-rj-mo","can we have CC of all this video please",1,"1 year ago",1553005135408,false,false,,,,,,,,,,,
"UgxIrz18Isre3In-2E54AaABAg","ashu","/channel/UCtNFDTZ-kbqP7wT5Tkuj0iw","https://yt3.ggpht.com/a/AATXAJwriVISJ6e2JsiTI_3NvwLO2_SDa3ysNNGeSg=s48-c-k-c0xffffffff-no-rj-mo","ye anchor itna make up kyu ki hai..is it also solar power",0,"1 year ago",1553005135409,false,false,,,,,,,,,,,
"Ugw2NswqVKEig1oHAcN4AaABAg","Alisha Dhiman","/channel/UCNc1O826XIYPgLaaTd5HqOQ","https://yt3.ggpht.com/a/AATXAJwBdB8-Tm2B1i3Mv4_AUH3FgJ7AgaSuAlCVzw=s48-c-k-c0xffffffff-no-rj-mo","I appreciate RSTV team's effort 👍. Keep awaring us, thanks.",0,"1 year ago",1553005135410,false,false,,,,,,,,,,,
"UgyUw4bDDaNlat4cHkZ4AaABAg","Navnath Shinde","/channel/UCPS7iErLHolbTltgjTdL95w","https://yt3.ggpht.com/a/AATXAJwjgRzSPzXPMteUgDpcYk8FnvyqKDR4_ZHrTQ=s48-c-k-c0xffffffff-no-rj-mo","Commonsense नाम कि एक चिज होती है जो मै आपको बताने जा रहा हूँ की भारत देश एक कृषी प्रधान देश है और सभी खेती करणेवाले किसान अंग्रेजी नही जानते तो ए एपीसोड उनके लिये हिंदी में जरा अच्छा समझ आता और उन्हे उनकी उन्नती मे थोडी मदत होती, खैर छोडो किसान का रखवाला किसान ही है AC मे बैठकर थोडेही उसे सुधारा जा सकता है I जबतक इस देश का किसान नहीं सुधरता तब तक इस देश कि प्रगती मुश्कील ही नही नामुंगीन है |🇮🇳🇮🇳🇮🇳🇮🇳",2,"1 year ago",1553005135411,false,true,"EkQSC1NzbHhiVkt1clZNwAEAyAEA4AEBogINKP___________wFAAMICGxoXaHR0cHM6Ly93d3cueW91dHViZS5jb20iABgGMk0aSxIaVWd5VXc0YkREYU5sYXQ0Y0hrWjRBYUFCQWciAggAKhhVQ0lTZ25TTndxUTJpOGxoQ3VuM0t0UWcyC1NzbHhiVkt1clZNQAFICg%3D%3D",1,,,,,,,,,
,,,,,,,,,,,,"UgyUw4bDDaNlat4cHkZ4AaABAg.8mOQLWLAAwo8mQHX6unddt","Divyanshanu Jain","/channel/UCszivy38-KsjrTIte3csb9g","https://yt3.ggpht.com/a/AATXAJy3D9wnTH-VAL7PTpt65pyH-dzUKAx7uwcElA=s32-c-k-c0xffffffff-no-rj-mo","Ye report sirf farmers ke liye nahi hai, par un sab yuva logo ke liye bhi hai jo ki Science me research and development ki madad se agriculture or farmers ki help kar sakte hai. Solar panels bhi kisi scientist ne hi banae honge. ot tumhare yaha negative comment karne se konse farmer ka fayda hua ye bhi bata dena.",1,"1 year ago",1553005135695,false
"Ugy1-fOdfNoWZPsS_xx4AaABAg","Sandeep Singh","/channel/UCWUdfnz-3xYrw1Kmefp2u7Q","https://yt3.ggpht.com/a/AATXAJzGEXUoAsskQsm1bOSTl91oNnCLVc-Ya4mzzA=s48-c-k-c0xffffffff-no-rj-mo","Nrendra Modi 2019 again",3,"1 year ago",1553005135413,false,false,,,,,,,,,,,
"UgzQuMnIUfUDiFI3wfh4AaABAg","Mitesh Solanki","/channel/UCCQouy2A3MzHx2S_w6mXEiw","https://yt3.ggpht.com/a/AATXAJzuttzEW2OLcqj6x8n8SY1BRGAMg1H6CcEfFQ=s48-c-k-c0xffffffff-no-rj-mo","Another Nice video by RSTV. Thank you.",0,"1 year ago",1553005135414,false,false,,,,,,,,,,,
"Ugy8uu4QUuTrCSYpV1t4AaABAg","OP Yadav","/channel/UCRfgdfaNZmaUeGU9lE7go-w","https://yt3.ggpht.com/a/AATXAJxq99Znfse-Bi6JlZuXT8mxsZntjV8f-m-_dA=s48-c-k-c0xffffffff-no-rj-mo","A good program. I am extremely happy to see the utilities of solar gadgets promoted by CAZRI, Jodhpur. Some shots are also showing agri-voltaic system having crops, water harvesting and electricity generation together from same field. Thanks to Rajay Sabha TV and Kriti Mishra.",1,"1 year ago",1553005135415,false,false,,,,,,,,,,,
"Ugw-dD3Ed-fzMwqCrgZ4AaABAg","Pavithran Asokan","/channel/UCbsPCtP7qgfR7vFe2ZOsPKw","https://yt3.ggpht.com/a/AATXAJw7w1sCnK3ESyqJhN9O9Zj2dcFq00BJU4DbPw=s48-c-k-c0xffffffff-no-rj-mo","English Subtitles for hindi pls",0,"1 year ago",1553005135416,false,false,,,,,,,,,,,
"Ugw-bJ9JIt-6t8M-8BF4AaABAg","Nitesh Kumar","/channel/UCASK_w6A0JrC8Wh0ZjoZN-g","https://yt3.ggpht.com/a/AATXAJx776LSL-adNsBofOL6_uyjduSF2DJuGJcDiw=s48-c-k-c0xffffffff-no-rj-mo","Beautiful face, clear voice and interesting content. Thanks RSTV and kriti Mishra",0,"1 year ago",1553005135417,false,false,,,,,,,,,,,
"UgxhjNjm75o8M3wxIGB4AaABAg","chandrasekharadityanath shukla","/channel/UCN4jy6_Hd-40bRxBQK1ZXmw","https://yt3.ggpht.com/a/AATXAJz63JfO22B33Wpbx6uafR272sCTzXLVPc2KBw=s48-c-k-c0xffffffff-no-rj-mo","All the best Kriti mam",0,"1 year ago",1553005135418,false,false,,,,,,,,,,,
"UgzN_HBp38G1PHE8ANF4AaABAg","suman verma","/channel/UCg8nAD1rM4X76jGexmbQ1Mw","https://yt3.ggpht.com/a/AATXAJybCxm-4eexlYcNdcamrmFm5EVfH7OxCZci8g=s48-c-k-c0xffffffff-no-rj-mo","Thanks rstv. 14 /10 /2018",0,"1 year ago",1553005135419,false,false,,,,,,,,,,,
"Ugz1BpjponJxCsCIz8R4AaABAg","pushpender ratnawat","/channel/UCGXm53PoaBMeUcybTUrA6hA","https://yt3.ggpht.com/a/AATXAJxgcFipHVZ6x9B5A72fSvnYMnc_NmV7wWUUjw=s48-c-k-c0xffffffff-no-rj-mo","Splendid voice",0,"1 year ago",1553005135420,false,false,,,,,,,,,,,
"UgxYxnOTSHg3j99P8714AaABAg","Subha Muhilz","/channel/UCLh-g9c9aVHRVWms7pQMz_g","https://yt3.ggpht.com/a/AATXAJxlvfwEvz8sCbqTXpjijenpcvNlQalJwmDyLg=s48-c-k-c0xffffffff-no-rj-mo","Amazing report...thank u rstv...",0,"1 year ago",1553005135421,false,false,,,,,,,,,,,
"UgyxWx1OOkt39qhC6ex4AaABAg","UPENDRA SINGH NEGI","/channel/UCknQKnUkciGOlgHsgZ6Priw","https://yt3.ggpht.com/a/AATXAJwbg88eHb9qRvUUKxIFII3isFS4u_thy3_7BA=s48-c-k-c0xffffffff-no-rj-mo","Very important report for me \nThanks rajya sabha tv",0,"1 year ago",1553005135422,false,false,,,,,,,,,,,
"UgxvLjA4gYzF0s2U2YZ4AaABAg","Roman kashyap","/channel/UCJFz8-4yuPr8W8vxAWNKZNA","https://yt3.ggpht.com/a/AATXAJzCLrHD45UXfc66KlFX4Gnry_CGCwdvIFZvWw=s48-c-k-c0xffffffff-no-rj-mo","Modi in 2019 again",3,"1 year ago",1553005135423,false,true,"EkQSC1NzbHhiVkt1clZNwAEAyAEA4AEBogINKP___________wFAAMICGxoXaHR0cHM6Ly93d3cueW91dHViZS5jb20iABgGMk0aSxIaVWd4dkxqQTRnWXpGMHMyVTJZWjRBYUFCQWciAggAKhhVQ0lTZ25TTndxUTJpOGxoQ3VuM0t0UWcyC1NzbHhiVkt1clZNQAFICg%3D%3D",1,,,,,,,,,
,,,,,,,,,,,,"UgxvLjA4gYzF0s2U2YZ4AaABAg.8mLik-fEXsX8mLyqdXf5rk","Ross","/channel/UC48i6lJvNSlO21b9Nlzu4cA","https://yt3.ggpht.com/a/AATXAJwS7Az0qontPBzaFZ2VeoUETl_QgeX-DODFMQ=s32-c-k-c0xffffffff-no-rj-mo","IT is very good initiative however they are showing all prosporous farmer",0,"1 year ago",1553005135732,false
"UgypUtkMQAuLolRHnDp4AaABAg","nidhi shukla","/channel/UCPdgPY8jnULnXSTIQdasG0A","https://yt3.ggpht.com/a/AATXAJxEm38vMbtzjdBJuAzrNy4UHMIWmKBrFp9qIg=s48-c-k-c0xffffffff-no-rj-mo","Hindi m program do ye",0,"1 year ago",1553005136056,false,true,"EkQSC1NzbHhiVkt1clZNwAEAyAEA4AEBogINKP___________wFAAMICGxoXaHR0cHM6Ly93d3cueW91dHViZS5jb20iABgGMk0aSxIaVWd5cFV0a01RQXVMb2xSSG5EcDRBYUFCQWciAggAKhhVQ0lTZ25TTndxUTJpOGxoQ3VuM0t0UWcyC1NzbHhiVkt1clZNQAFICg%3D%3D",1,,,,,,,,,
,,,,,,,,,,,,"UgypUtkMQAuLolRHnDp4AaABAg.8mLg97SLJE-8mLnqnE5e2b","Jyoti Goyal","/channel/UC7dZdcr4dNwN1d2Q5BM5LCg","https://yt3.ggpht.com/a/AATXAJxrMt-h0NrRxiZ0G5QKlZ--hXnq4DUezRs5kQ=s32-c-k-c0xffffffff-no-rj-mo","nidhi shukla k",0,"1 year ago",1553005136413,false
"UgyiAsuWQRu2ZJwwDyd4AaABAg","nish nish","/channel/UCYxO7XfStGAotCDtVsaBFCg","https://yt3.ggpht.com/a/AATXAJysFIpv-pxTlZbWSr7CYwvJqFAth6IevQJcQA=s48-c-k-c0xffffffff-no-rj-mo","Very well",3,"1 year ago",1553005136058,false,false,,,,,,,,,,,
"Ugz3XEd20W06R9fReS14AaABAg","The Truth","/channel/UC5ElTLtTftnpSvW13ampbQA","https://yt3.ggpht.com/a/AATXAJzk_hqe668L4rDLyyTMhtvMzjgxuKpyXv7GGQ=s48-c-k-c0xffffffff-no-rj-mo","Marvellous!",2,"1 year ago",1553005136059,false,false,,,,,,,,,,,
"UgzodWgVY-M7_AkYwcF4AaABAg","Amitesh Ranjan","/channel/UCS_HE1LB7xItekVevWLsKyA","https://yt3.ggpht.com/a/AATXAJz_8bTHUrHoFY6DoYV6K7ZVSFct1LrX2hN-sQ=s48-c-k-c0xffffffff-no-rj-mo","Good reoort 👍",3,"1 year ago",1553005136064,false,false,,,,,,,,,,,
